FID,ASA,CTEXP,eTH,eU,KPERC,MAGIGRF,MDT,ThetaMap,THKRAZAO,UKRAZAO,UTHRAZAO,X,Y,Cod_Litho,Geologia_R,INDICELATE
34362,0.012211729,7.4696,14.0006,0.953,1.8804,11.487,918.884,0.419439873,6.2826,0.2078,0.0334,324788.2,7946815.6,4, Mata da Corda,1.3117420083119213
34363,0.011946339,7.6063,14.3323,1.0195,1.8792,11.425,916.802,0.424510579,6.2793,0.2034,0.0327,324788.1,7946823.3,4, Mata da Corda,1.333662306923212
34364,0.011582279,7.743,14.664,1.086,1.878,11.341,914.72,0.430714089,6.276,0.199,0.032,324788.0,7946831.0,4, Mata da Corda,1.3528472385774204
34365,0.013874003,9.8816,15.1703,0.0001,3.6879,8.331,918.58,0.318427675,4.48,0.1442,0.0322,325170.0,7946788.4,4, Mata da Corda,0.000111541349552857
34366,0.01407966,9.9452,15.4056,0.0001,3.6808,8.286,919.48,0.326436448,4.491,0.1454,0.0324,325170.0,7946780.8,4, Mata da Corda,0.00011370882583738208
34367,0.014850871,10.0088,15.6409,0.0001,3.6737,8.11,920.38,0.35311381,4.502,0.1466,0.0326,325170.0,7946773.2,4, Mata da Corda,0.00011589224101087769
34368,0.015056528,10.0724,15.8762,0.0001,3.6666,8.064,921.28,0.359469921,4.513,0.1478,0.0328,325170.0,7946765.6,4, Mata da Corda,0.00011809173167334284
34369,0.015262184,10.136,16.1115,0.007,3.6595,8.016,922.18,0.365553191,4.524,0.149,0.033,325170.0,7946758.0,4, Mata da Corda,0.008421321466613398
34370,0.015827739,10.1996,16.3468,0.0172,3.6524,7.861,923.08,0.381028288,4.535,0.1502,0.0332,325170.0,7946750.4,4, Mata da Corda,0.021073672725142743
34371,0.016239052,10.2632,16.5821,0.0274,3.6453,7.759,923.98,0.391270409,4.546,0.1514,0.0334,325170.0,7946742.8,4, Mata da Corda,0.03417860904602307
34372,0.016804607,10.3268,16.8174,0.0376,3.6382,7.617,924.88,0.404168516,4.557,0.1526,0.0336,325170.0,7946735.2,4, Mata da Corda,0.047735723449360196
34373,0.017010264,10.3904,17.0527,0.0478,3.6311,7.569,925.78,0.408555967,4.568,0.1538,0.0338,325170.0,7946727.6,4, Mata da Corda,0.061743643586698205
34374,0.017627233,10.454,17.288,0.058,3.624,7.413,926.68,0.420865737,4.579,0.155,0.034,325170.0,7946720.0,4, Mata da Corda,0.07619994566316209
34375,0.017781475,10.283,17.0927,0.0579,3.5477,7.358,927.696,0.423759799,4.5955,0.1579,0.0345,325170.0,7946712.5,4, Mata da Corda,0.07846984293077272
34376,0.017987132,10.112,16.8974,0.0578,3.4714,7.304,928.712,0.427513595,4.612,0.1608,0.035,325170.0,7946705.0,4, Mata da Corda,0.08087051149151815
34377,0.018864192,9.941,16.7021,0.0577,3.3951,7.096,929.728,0.451960792,4.6285,0.1637,0.0355,325170.0,7946697.5,4, Mata da Corda,0.08341283512934544
34378,0.019140415,9.77,16.5068,0.0576,3.3188,7.045,930.744,0.462220085,4.645,0.1666,0.036,325170.0,7946690.0,4, Mata da Corda,0.08610888295897387
34379,0.019900027,9.599,16.3115,0.0575,3.2425,6.894,931.76,0.488023473,4.6615,0.1695,0.0365,325170.0,7946682.5,4, Mata da Corda,0.08897206933935149
34380,0.020176249,9.428,16.1162,0.0574,3.1662,6.843,932.776,0.496637707,4.678,0.1724,0.037,325170.0,7946675.0,4, Mata da Corda,0.09201733957257821
34381,0.020452472,9.257,15.9209,0.0573,3.0899,6.792,933.792,0.504889812,4.6945,0.1753,0.0375,325170.0,7946667.5,4, Mata da Corda,0.09526138622981212
34382,0.021212084,9.086,15.7256,0.0572,3.0136,6.642,934.808,0.52591517,4.711,0.1782,0.038,325170.0,7946660.0,4, Mata da Corda,0.09872290198233494
34383,0.021695473,8.915,15.5303,0.0571,2.9373,6.546,935.824,0.538169952,4.7275,0.1811,0.0385,325170.0,7946652.5,4, Mata da Corda,0.10242287610110912
34384,0.02252414,8.744,15.335,0.057,2.861,6.407,936.84,0.557440968,4.744,0.184,0.039,325170.0,7946645.0,4, Mata da Corda,0.10638494338729221
34385,0.022731307,8.809,15.2324,0.2106,2.8571,6.363,937.887,0.561951526,4.7647,0.1884,0.0397,325169.9,7946637.6,4, Mata da Corda,0.3744442530900695
34386,0.023283752,8.874,15.1298,0.3642,2.8532,6.276,938.934,0.573440988,4.7854,0.1928,0.0404,325169.8,7946630.2,4, Mata da Corda,0.5950368928419991
34387,0.024043364,8.939,15.0272,0.5178,2.8493,6.15,939.981,0.588078364,4.8061,0.1972,0.0411,325169.7,7946622.8,4, Mata da Corda,0.7641790258259706
34388,0.024319587,9.004,14.9246,0.6714,2.8454,6.11,941.028,0.59309934,4.8268,0.2016,0.0418,325169.6,7946615.4,4, Mata da Corda,0.8912061782287355
34389,0.024526753,9.069,14.822,0.825,2.8415,6.07,942.075,0.59676712,4.8475,0.206,0.0425,325169.5,7946608.0,4, Mata da Corda,0.987221506525041
34390,0.025355421,9.134,14.7194,0.9786,2.8376,5.954,943.122,0.610659288,4.8682,0.2104,0.0432,325169.4,7946600.6,4, Mata da Corda,1.0610742797499868
34391,0.025640438,9.199,14.6168,1.1322,2.8337,5.888,944.169,0.611382108,4.8889,0.2148,0.0439,325169.3,7946593.2,4, Mata da Corda,1.1190482714147363
34392,0.025803305,9.264,14.5142,1.2858,2.8298,5.856,945.216,0.611787651,4.9096,0.2192,0.0446,325169.2,7946585.8,4, Mata da Corda,1.1654693841844361
34393,0.02625119,9.329,14.4116,1.4394,2.8259,5.764,946.263,0.612875791,4.9303,0.2236,0.0453,325169.1,7946578.4,4, Mata da Corda,1.2033190209678064
34394,0.026660033,9.394,14.309,1.593,2.822,5.678,947.31,0.611070204,4.951,0.228,0.046,325169.0,7946571.0,4, Mata da Corda,1.2346804634410218
34395,0.026823406,9.3066,14.3387,1.523,2.7887,5.651,948.051,0.611451895,4.9739,0.2329,0.0467,325168.9,7946563.6,4, Mata da Corda,1.2286816145361157
34396,0.027109308,9.2192,14.3684,1.453,2.7554,5.598,948.792,0.612108298,4.9968,0.2378,0.0474,325168.8,7946556.2,4, Mata da Corda,1.222004632573439
34397,0.027558584,9.1318,14.3981,1.383,2.7221,5.522,949.533,0.613111086,5.0197,0.2427,0.0481,325168.7,7946548.8,4, Mata da Corda,1.214554651623364
34398,0.027721957,9.0444,14.4278,1.313,2.6888,5.497,950.274,0.613467333,5.0426,0.2476,0.0488,325168.6,7946541.4,4, Mata da Corda,1.206218357717637
34399,0.028171232,8.957,14.4575,1.243,2.6555,5.427,951.015,0.614424813,5.0655,0.2525,0.0495,325168.5,7946534.0,4, Mata da Corda,1.1968593557357483
34400,0.028334605,8.8696,14.4872,1.173,2.6222,5.404,951.756,0.614765147,5.0884,0.2574,0.0502,325168.4,7946526.6,4, Mata da Corda,1.1863120957684343
34401,0.028620508,8.7822,14.5169,1.103,2.5889,5.36,952.497,0.615350996,5.1113,0.2623,0.0509,325168.3,7946519.2,4, Mata da Corda,1.1743738216553599
34402,0.029069783,8.6948,14.5466,1.033,2.5556,5.296,953.238,0.616247395,5.1342,0.2672,0.0516,325168.2,7946511.8,4, Mata da Corda,1.1607937703297038
34403,0.029233156,8.6074,14.5763,0.963,2.5223,5.275,953.979,0.616566252,5.1571,0.2721,0.0523,325168.1,7946504.4,4, Mata da Corda,1.1452585006766052
34404,0.029355686,8.52,14.606,0.893,2.489,5.254,954.72,0.616802974,5.18,0.277,0.053,325168.0,7946497.0,4, Mata da Corda,1.1273717019842242
34405,0.029006008,8.4945,14.4203,0.9135,2.4985,5.213,954.133,0.618221259,5.2026,0.2818,0.0537,325167.9,7946489.7,4, Mata da Corda,1.128255540838084
34406,0.028862026,8.469,14.2346,0.934,2.508,5.2,953.546,0.619874559,5.2252,0.2866,0.0544,325167.8,7946482.4,4, Mata da Corda,1.1288904843422252
34407,0.028322096,8.4435,14.0489,0.9545,2.5175,5.151,952.959,0.626188901,5.2478,0.2914,0.0551,325167.7,7946475.1,4, Mata da Corda,1.1292839892490507
34408,0.02821411,8.418,13.8632,0.975,2.527,5.14,952.372,0.627473981,5.2704,0.2962,0.0558,325167.6,7946467.8,4, Mata da Corda,1.1294425995455408
34409,0.027818161,8.3925,13.6775,0.9955,2.5365,5.106,951.785,0.632251334,5.293,0.301,0.0565,325167.5,7946460.5,4, Mata da Corda,1.1293720129287947
34410,0.027636271,8.367,13.4918,1.016,2.546,5.096,951.198,0.63140537,5.3156,0.3058,0.0572,325167.4,7946453.2,4, Mata da Corda,1.1290771388201348
34411,0.02738321,8.3415,13.3061,1.0365,2.5555,5.077,950.611,0.634548674,5.3382,0.3106,0.0579,325167.3,7946445.9,4, Mata da Corda,1.1285621488695567
34412,0.027238604,8.316,13.1204,1.057,2.565,5.071,950.024,0.636364938,5.3608,0.3154,0.0586,325167.2,7946438.6,4, Mata da Corda,1.127830520765373
34413,0.026840937,8.2905,12.9347,1.0775,2.5745,5.056,949.437,0.64143692,5.3834,0.3202,0.0593,325167.1,7946431.3,4, Mata da Corda,1.1268850760467564
34414,0.02644327,8.265,12.749,1.098,2.584,5.042,948.85,0.646625686,5.406,0.325,0.06,325167.0,7946424.0,4, Mata da Corda,1.1257280125163271
34415,0.026298664,8.2436,12.5999,1.1252,2.5864,5.037,947.224,0.648542356,5.4269,0.3289,0.0605,325166.8,7946416.7,4, Mata da Corda,1.129929594697502
34416,0.026000822,8.2222,12.4508,1.1524,2.5888,5.027,945.598,0.649466688,5.4478,0.3328,0.061,325166.6,7946409.4,4, Mata da Corda,1.1338251945302433
34417,0.025471614,8.2008,12.3017,1.1796,2.5912,5.014,943.972,0.655884223,5.4687,0.3367,0.0615,325166.4,7946402.1,4, Mata da Corda,1.1374292417437626
34418,0.025167957,8.1794,12.1526,1.2068,2.5936,5.013,942.346,0.658849973,5.4896,0.3406,0.062,325166.2,7946394.8,4, Mata da Corda,1.1407548546949327
34419,0.024358205,8.158,12.0035,1.234,2.596,5.005,940.72,0.667060847,5.5105,0.3445,0.0625,325166.0,7946387.5,4, Mata da Corda,1.143813951741747
34420,0.023649672,8.1366,11.8544,1.2612,2.5984,4.999,939.094,0.674630346,5.5314,0.3484,0.063,325165.8,7946380.2,4, Mata da Corda,1.1466173500740442
34421,0.022941139,8.1152,11.7053,1.2884,2.6008,5.002,937.468,0.682589783,5.5523,0.3523,0.0635,325165.6,7946372.9,4, Mata da Corda,1.1491748534257136
34422,0.022131386,8.0938,11.5562,1.3156,2.6032,5.012,935.842,0.69220592,5.5732,0.3562,0.064,325165.4,7946365.6,4, Mata da Corda,1.151495329906798
34423,0.021403552,8.0724,11.4071,1.3428,2.6056,5.02,934.216,0.702681947,5.5941,0.3601,0.0645,325165.2,7946358.3,4, Mata da Corda,1.1535867810324183
34424,0.021001237,8.051,11.258,1.37,2.608,5.025,932.59,0.70842971,5.615,0.364,0.065,325165.0,7946351.0,4, Mata da Corda,1.1554564028849388
34425,0.019894869,8.0405,11.644,1.2547,2.5775,5.053,931.919,0.725213963,5.6338,0.3668,0.0652,325164.9,7946343.6,4, Mata da Corda,1.1440144707807056
34426,0.019190817,8.03,12.03,1.1394,2.547,5.091,931.248,0.736716858,5.6526,0.3696,0.0654,325164.8,7946336.2,4, Mata da Corda,1.1287541652111381
34427,0.018788501,8.0195,12.416,1.0241,2.5165,5.114,930.577,0.743606605,5.6714,0.3724,0.0656,325164.7,7946328.8,4, Mata da Corda,1.1087128241438267
34428,0.017682133,8.009,12.802,0.9088,2.486,5.18,929.906,0.763870963,5.6902,0.3752,0.0658,325164.6,7946321.4,4, Mata da Corda,1.0825032399831223
34429,0.016978081,7.9985,13.188,0.7935,2.4555,5.219,929.235,0.777887525,5.709,0.378,0.066,325164.5,7946314.0,4, Mata da Corda,1.0480798531835667
34430,0.016274029,7.988,13.574,0.6782,2.425,5.261,928.564,0.792894281,5.7278,0.3808,0.0662,325164.4,7946306.6,4, Mata da Corda,1.0023422714048713
34431,0.015577831,7.9775,13.96,0.5629,2.3945,5.317,927.893,0.80505031,5.7466,0.3836,0.0664,325164.3,7946299.2,4, Mata da Corda,0.9404486554437567
34432,0.015684055,7.967,14.346,0.4476,2.364,5.454,927.222,0.768961531,5.7654,0.3864,0.0666,325164.2,7946291.8,4, Mata da Corda,0.8546287165979757
34433,0.015708118,7.9565,14.732,0.3323,2.3335,5.502,926.551,0.756430362,5.7842,0.3892,0.0668,325164.1,7946284.4,4, Mata da Corda,0.7322815153814992
34434,0.015796348,7.946,15.118,0.217,2.303,5.644,925.88,0.709314249,5.803,0.392,0.067,325164.0,7946277.0,4, Mata da Corda,0.5539387902100145
34435,0.012519219,7.7685,11.411,1.197,2.467,8.813,927.88,0.154329666,6.356,0.3955,0.0625,325159.0,7946017.0,4, Mata da Corda,1.1516286402091915
34436,0.012187623,7.7624,11.0056,1.3694,2.4654,8.941,929.352,0.198354165,6.3668,0.3942,0.0622,325158.8,7946009.4,4, Mata da Corda,1.187446355710799
34437,0.011946463,7.7563,10.6002,1.5418,2.4638,9.028,930.824,0.226285298,6.3776,0.3929,0.0619,325158.6,7946001.8,4, Mata da Corda,1.2151653328312646
34438,0.011764038,7.7502,10.1948,1.7142,2.4622,9.117,932.296,0.226718946,6.3884,0.3916,0.0616,325158.4,7945994.2,4, Mata da Corda,1.2368843299616592
34439,0.01156862,7.7441,9.7894,1.8866,2.4606,9.198,933.768,0.216155072,6.3992,0.3903,0.0613,325158.2,7945986.6,4, Mata da Corda,1.2540086667281507
34440,0.011320639,7.738,9.384,2.059,2.459,9.306,935.24,0.200081693,6.41,0.389,0.061,325158.0,7945979.0,4, Mata da Corda,1.2675030194054655
34441,0.011222554,7.5949,9.5362,1.9504,2.382,9.342,936.374,0.193774795,6.412,0.3874,0.0607,325157.9,7945971.4,4, Mata da Corda,1.2747043278513546
34442,0.011124469,7.4518,9.6884,1.8418,2.305,9.381,937.508,0.187141426,6.414,0.3858,0.0604,325157.8,7945963.8,4, Mata da Corda,1.2814078250041903
34443,0.01075665,7.3087,9.8406,1.7332,2.228,9.53,938.642,0.158576164,6.416,0.3842,0.0601,325157.7,7945956.2,4, Mata da Corda,1.2875752592496517
34444,0.010658565,7.1656,9.9928,1.6246,2.151,9.558,939.776,0.149668669,6.418,0.3826,0.0598,325157.6,7945948.6,4, Mata da Corda,1.2931557636886444
34445,0.01056048,7.0225,10.145,1.516,2.074,9.582,940.91,0.140018966,6.42,0.381,0.0595,325157.5,7945941.0,4, Mata da Corda,1.298081493179112
34446,0.010290746,6.8794,10.2972,1.4074,1.997,9.643,942.044,0.107936711,6.422,0.3794,0.0592,325157.4,7945933.4,4, Mata da Corda,1.3022612659912638
34447,0.010110586,6.7363,10.4494,1.2988,1.92,9.687,943.178,0.077230151,6.424,0.3778,0.0589,325157.3,7945925.8,4, Mata da Corda,1.3055710595344743
34448,0.009834523,6.3495,12.1805,0.8485,1.528,10.227,946.86,0.05209605,6.386,0.365,0.057,325157.0,7945864.5,4, Mata da Corda,1.3486187282274098
34449,0.00987185,6.358,12.4354,0.8236,1.4958,10.257,946.916,0.06689489,6.3772,0.3634,0.0568,325157.0,7945856.8,4, Mata da Corda,1.3557158657987465
34450,0.009946503,6.3665,12.6903,0.7987,1.4636,10.318,946.972,0.089211294,6.3684,0.3618,0.0566,325157.0,7945849.1,4, Mata da Corda,1.3625175717066453
34451,0.010049152,6.375,12.9452,0.7738,1.4314,10.422,947.028,0.112549912,6.3596,0.3602,0.0564,325157.0,7945841.4,4, Mata da Corda,1.3690363771366627
34452,0.010086479,6.3835,13.2001,0.7489,1.3992,10.457,947.084,0.119820376,6.3508,0.3586,0.0562,325157.0,7945833.7,4, Mata da Corda,1.3752836231904069
34453,0.010198459,6.392,13.455,0.724,1.367,10.566,947.14,0.139118032,6.342,0.357,0.056,325157.0,7945826.0,4, Mata da Corda,1.3812694882058945
34454,0.010235786,6.3751,13.3651,0.6712,1.3959,10.605,946.189,0.144900223,6.3245,0.3558,0.056,325157.1,7945818.3,4, Mata da Corda,1.3569065570732892
34455,0.010301108,6.3582,13.2752,0.6184,1.4248,10.691,945.238,0.154409962,6.307,0.3546,0.056,325157.2,7945810.6,4, Mata da Corda,1.328374861520225
34456,0.010338435,6.3413,13.1853,0.5656,1.4537,10.738,944.287,0.159541151,6.2895,0.3534,0.056,325157.3,7945802.9,4, Mata da Corda,1.2946676039922818
34457,0.010367042,6.3244,13.0954,0.5128,1.4826,10.871,943.336,0.187529059,6.272,0.3522,0.056,325157.4,7945795.2,4, Mata da Corda,1.254461602095353
34458,0.010315936,6.3075,13.0055,0.46,1.5115,10.949,942.385,0.215717354,6.2545,0.351,0.056,325157.5,7945787.5,4, Mata da Corda,1.2060041045545653
34459,0.010265175,6.2906,12.9156,0.4072,1.5404,11.027,941.434,0.237726397,6.237,0.3498,0.056,325157.6,7945779.8,4, Mata da Corda,1.1469660125783046
34460,0.010207164,6.2737,12.8257,0.3544,1.5693,11.108,940.483,0.260886407,6.2195,0.3486,0.056,325157.7,7945772.1,4, Mata da Corda,1.0742722681294514
34461,0.021943648,9.9315,18.0415,1.3345,2.5795,9.844,895.485,0.348309866,5.8075,0.448,0.077,325587.5,7945920.0,4, Mata da Corda,1.3011634201329212
34462,0.022835015,9.8606,17.7554,1.2742,2.6132,9.574,897.242,0.324739664,5.7946,0.447,0.077,325587.4,7945928.4,4, Mata da Corda,1.277652031253189
34463,0.023145578,9.7897,17.4693,1.2139,2.6469,9.481,898.999,0.316951093,5.7817,0.446,0.077,325587.3,7945936.8,4, Mata da Corda,1.2517041310233064
34464,0.023844345,9.7188,17.1832,1.1536,2.6806,9.289,900.756,0.299504683,5.7688,0.445,0.077,325587.2,7945945.2,4, Mata da Corda,1.2230317563460613
34465,0.024776035,9.6479,16.8971,1.0933,2.7143,9.013,902.513,0.276285866,5.7559,0.444,0.077,325587.1,7945953.6,4, Mata da Corda,1.191317712951386
34466,0.025785366,9.577,16.611,1.033,2.748,8.762,904.27,0.250939842,5.743,0.443,0.077,325587.0,7945962.0,4, Mata da Corda,1.1562175699430415
34467,0.026095929,9.4845,16.3831,1.0148,2.7379,8.674,905.571,0.243048737,5.735,0.4419,0.0769,325586.8,7945970.2,4, Mata da Corda,1.1472128593027449
34468,0.026406492,9.392,16.1552,0.9966,2.7278,8.579,906.872,0.235092993,5.727,0.4408,0.0768,325586.6,7945978.4,4, Mata da Corda,1.1378767435729598
34469,0.02769212,9.2995,15.9273,0.9784,2.7177,8.144,908.173,0.201384562,5.719,0.4397,0.0767,325586.4,7945986.6,4, Mata da Corda,1.1281944429430397
34470,0.028003007,9.207,15.6994,0.9602,2.7076,8.036,909.474,0.192913728,5.711,0.4386,0.0766,325586.2,7945994.8,4, Mata da Corda,1.1181505652047494
34471,0.0289278,9.1145,15.4715,0.942,2.6975,7.669,910.775,0.203347682,5.703,0.4375,0.0765,325586.0,7946003.0,4, Mata da Corda,1.107729105071894
34472,0.029234192,9.022,15.2436,0.9238,2.6874,7.534,912.076,0.214261879,5.695,0.4364,0.0764,325585.8,7946011.2,4, Mata da Corda,1.0969134494694335
34473,0.029923573,8.9295,15.0157,0.9056,2.6773,7.262,913.377,0.236292429,5.687,0.4353,0.0763,325585.6,7946019.4,4, Mata da Corda,1.085686390091018
34474,0.030811492,8.837,14.7878,0.8874,2.6672,6.854,914.678,0.262163938,5.679,0.4342,0.0762,325585.4,7946027.6,4, Mata da Corda,1.0740301447215617
34475,0.031118169,8.7445,14.5599,0.8692,2.6571,6.717,915.979,0.269696684,5.671,0.4331,0.0761,325585.2,7946035.8,4, Mata da Corda,1.0619263890374973
34476,0.032114869,8.652,14.332,0.851,2.647,6.292,917.28,0.291968927,5.663,0.432,0.076,325585.0,7946044.0,4, Mata da Corda,1.049356300829934
34477,0.032421546,8.646,14.1364,0.9041,2.6573,6.141,917.926,0.298236873,5.6575,0.4301,0.0758,325584.9,7946052.3,4, Mata da Corda,1.06604199615083
34478,0.0330349,8.64,13.9408,0.9572,2.6676,5.817,918.572,0.310071774,5.652,0.4282,0.0756,325584.8,7946060.6,4, Mata da Corda,1.080884601875155
34479,0.033954931,8.634,13.7452,1.0103,2.6779,5.347,919.218,0.326298806,5.6465,0.4263,0.0754,325584.7,7946068.9,4, Mata da Corda,1.0941139666751074
34480,0.034233559,8.628,13.5496,1.0634,2.6882,5.21,919.864,0.331466809,5.641,0.4244,0.0752,325584.6,7946077.2,4, Mata da Corda,1.1059226004030622
34481,0.035231186,8.622,13.354,1.1165,2.6985,4.835,920.51,0.346720551,5.6355,0.4225,0.075,325584.5,7946085.5,4, Mata da Corda,1.1164725336688786
34482,0.035538149,8.616,13.1584,1.1696,2.7088,4.712,921.156,0.351119345,5.63,0.4206,0.0748,325584.4,7946093.8,4, Mata da Corda,1.125900779559513
34483,0.036099399,8.61,12.9628,1.2227,2.7191,4.454,921.802,0.361747212,5.6245,0.4187,0.0746,325584.3,7946102.1,4, Mata da Corda,1.1343236987954166
34484,0.036301015,8.604,12.7672,1.2758,2.7294,4.316,922.448,0.370065857,5.619,0.4168,0.0744,325584.2,7946110.4,4, Mata da Corda,1.1418405035953492
34485,0.036956264,8.598,12.5716,1.3289,2.7397,3.889,923.094,0.395368731,5.6135,0.4149,0.0742,325584.1,7946118.7,4, Mata da Corda,1.1485360831660865
34486,0.03754007,8.592,12.376,1.382,2.75,3.467,923.74,0.417346223,5.608,0.413,0.074,325584.0,7946127.0,4, Mata da Corda,1.1544832928708875
34487,0.037742378,8.6392,12.6694,1.3425,2.7425,3.325,925.145,0.424160595,5.602,0.4098,0.0735,325583.8,7946135.2,4, Mata da Corda,1.15444421420458
34488,0.038146994,8.6864,12.9628,1.303,2.735,3.035,926.55,0.437280977,5.596,0.4066,0.073,325583.6,7946143.4,4, Mata da Corda,1.1538916311260305
34489,0.038753918,8.7336,13.2562,1.2635,2.7275,2.593,927.955,0.455812097,5.59,0.4034,0.0725,325583.4,7946151.6,4, Mata da Corda,1.15281315274185
34490,0.039006803,8.7808,13.5496,1.224,2.72,2.454,929.36,0.463164983,5.584,0.4002,0.072,325583.2,7946159.8,4, Mata da Corda,1.151192349609395
34491,0.039599789,8.828,13.843,1.1845,2.7125,2.056,930.765,0.481272105,5.578,0.397,0.0715,325583.0,7946168.0,4, Mata da Corda,1.1490084063260555
34492,0.03980279,8.8752,14.1364,1.145,2.705,1.925,932.17,0.486707804,5.572,0.3938,0.071,325582.8,7946176.2,4, Mata da Corda,1.14623568357816
34493,0.040005791,8.9224,14.4298,1.1055,2.6975,1.79,933.575,0.492033898,5.566,0.3906,0.0705,325582.6,7946184.4,4, Mata da Corda,1.142843174096628
34494,0.040817794,8.9696,14.7232,1.066,2.69,1.211,934.98,0.512322616,5.56,0.3874,0.07,325582.4,7946192.6,4, Mata da Corda,1.1387938327298854
34495,0.041020795,9.0168,15.0166,1.0265,2.6825,1.065,936.385,0.517158955,5.554,0.3842,0.0695,325582.2,7946200.8,4, Mata da Corda,1.1340437555407816
34496,0.041430277,9.064,15.31,0.987,2.675,0.936,937.79,0.532557328,5.548,0.381,0.069,325582.0,7946209.0,4, Mata da Corda,1.1285411761413446
34497,0.042396716,9.033,15.351,0.9258,2.6731,0.544,938.994,0.568098239,5.539,0.3766,0.0683,325581.8,7946217.1,4, Mata da Corda,1.1049285132002356
34498,0.043048485,9.002,15.392,0.8646,2.6712,0.268,940.198,0.589026654,5.53,0.3722,0.0676,325581.6,7946225.2,4, Mata da Corda,1.078633109765942
34499,0.043700254,8.971,15.433,0.8034,2.6693,-0.014,941.402,0.608722317,5.521,0.3678,0.0669,325581.4,7946233.3,4, Mata da Corda,1.0492159912930843
34500,0.044352023,8.94,15.474,0.7422,2.6674,-0.286,942.606,0.627320741,5.512,0.3634,0.0662,325581.2,7946241.4,4, Mata da Corda,1.0161500543455075
34501,0.045329677,8.909,15.515,0.681,2.6655,-0.69,943.81,0.653402908,5.503,0.359,0.0655,325581.0,7946249.5,4, Mata da Corda,0.9788021735008806
34502,0.045655561,8.878,15.556,0.6198,2.6636,-0.832,945.014,0.661659491,5.494,0.3546,0.0648,325580.8,7946257.6,4, Mata da Corda,0.936413760628469
34503,0.045981446,8.847,15.597,0.5586,2.6617,-0.98,946.218,0.669714232,5.485,0.3502,0.0641,325580.6,7946265.7,4, Mata da Corda,0.8880821236574763
34504,0.047324184,8.816,15.638,0.4974,2.6598,-1.6,947.422,0.702541441,5.476,0.3458,0.0634,325580.4,7946273.8,4, Mata da Corda,0.8327478515822
34505,0.047648366,8.785,15.679,0.4362,2.6579,-1.754,948.626,0.709646692,5.467,0.3414,0.0627,325580.2,7946281.9,4, Mata da Corda,0.7691985670524842
34506,0.047972549,8.754,15.72,0.375,2.656,-1.907,949.83,0.716598783,5.458,0.337,0.062,325580.0,7946290.0,4, Mata da Corda,0.6961076152955685
34507,0.048945097,8.8063,15.6226,0.5231,2.645,-2.357,949.848,0.736593177,5.4447,0.332,0.0612,325579.9,7946298.0,4, Mata da Corda,0.862784255891861
34508,0.049991412,8.8586,15.5252,0.6712,2.634,-2.614,949.866,0.769900208,5.4314,0.327,0.0604,325579.8,7946306.0,4, Mata da Corda,0.9833954513884132
34509,0.051759857,8.9109,15.4278,0.8193,2.623,-2.961,949.884,0.824592618,5.4181,0.322,0.0596,325579.7,7946314.0,4, Mata da Corda,1.0723289282736184
34510,0.052349339,8.9632,15.3304,0.9674,2.612,-3.066,949.902,0.84142339,5.4048,0.317,0.0588,325579.6,7946322.0,4, Mata da Corda,1.1396322825856504
34511,0.054117785,9.0155,15.233,1.1155,2.601,-3.364,949.92,0.888382212,5.3915,0.312,0.058,325579.5,7946330.0,4, Mata da Corda,1.1919024372085598
34512,0.054707267,9.0678,15.1356,1.2636,2.59,-3.463,949.938,0.902983144,5.3782,0.307,0.0572,325579.4,7946338.0,4, Mata da Corda,1.2334588415862566
34513,0.05588623,9.1201,15.0382,1.4117,2.579,-3.666,949.956,0.930795692,5.3649,0.302,0.0564,325579.3,7946346.0,4, Mata da Corda,1.267180159197753
34514,0.057065194,9.1724,14.9408,1.5598,2.568,-3.869,949.974,0.956928299,5.3516,0.297,0.0556,325579.2,7946354.0,4, Mata da Corda,1.295031524813547
34515,0.058198558,9.2247,14.8434,1.7079,2.557,-4.072,949.992,0.982403037,5.3383,0.292,0.0548,325579.1,7946362.0,4, Mata da Corda,1.318388347351566
34516,0.058788429,9.277,14.746,1.856,2.546,-4.176,950.01,0.994214384,5.325,0.287,0.054,325579.0,7946370.0,4, Mata da Corda,1.3382364496643846
34517,0.060410575,9.2749,14.8215,1.7125,2.5926,-4.494,949.953,1.025080494,5.3076,0.2826,0.0533,325578.9,7946377.8,4, Mata da Corda,1.311920209477694
34518,0.061590317,9.2728,14.897,1.569,2.6392,-4.707,949.896,1.046169708,5.2902,0.2782,0.0526,325578.8,7946385.6,4, Mata da Corda,1.2811712566566789
34519,0.06335993,9.2707,14.9725,1.4255,2.6858,-4.988,949.839,1.075893461,5.2728,0.2738,0.0519,325578.7,7946393.4,4, Mata da Corda,1.244873254379375
34520,0.063718831,9.2686,15.048,1.282,2.7324,-5.047,949.782,1.078824853,5.2554,0.2694,0.0512,325578.6,7946401.2,4, Mata da Corda,1.2015384794555093
34521,0.063384824,9.2665,15.1235,1.1385,2.779,-5.063,949.725,1.061939968,5.238,0.265,0.0505,325578.5,7946409.0,4, Mata da Corda,1.1491653096778598
34522,0.062382802,9.2644,15.199,0.995,2.8256,-5.052,949.668,1.009157839,5.2206,0.2606,0.0498,325578.4,7946416.8,4, Mata da Corda,1.0850485979780953
34523,0.061714788,9.2623,15.2745,0.8515,2.8722,-5.004,949.611,0.971991205,5.2032,0.2562,0.0491,325578.3,7946424.6,4, Mata da Corda,1.0055550224867549
