FID,ASA,CTEXP,eTH,eU,KPERC,MAGIGRF,MDT,ThetaMap,THKRAZAO,UKRAZAO,UTHRAZAO,X,Y,Cod_Litho,Geologia_R,INDICELATE
60503,0.445579163,13.1245,28.5655,3.2235,1.8745,17.463,911.8,0.789331809,21.492,2.1995,0.1015,329193.0,7950767.5,5,Serra da Saudade- Pelitos,1.5326554458319304
60504,0.43285955,13.1202,29.0256,2.6852,2.0174,15.259,909.398,0.836914029,20.9358,2.1206,0.1004,329193.6,7950774.8,5,Serra da Saudade- Pelitos,1.5186249965620395
60505,0.421737057,13.1159,29.4857,2.1469,2.1603,13.192,906.996,0.878001511,20.3796,2.0417,0.0993,329194.2,7950782.1,5,Serra da Saudade- Pelitos,1.4972061401492176
60506,0.416993686,13.1116,29.9458,1.6086,2.3032,12.21,904.594,0.897307009,19.8234,1.9628,0.0982,329194.8,7950789.4,5,Serra da Saudade- Pelitos,1.4611149500712546
60507,0.393235859,13.1073,30.4059,1.0703,2.4461,8.669,902.192,0.990727102,19.2672,1.8839,0.0971,329195.4,7950796.7,5,Serra da Saudade- Pelitos,1.3889679722964314
60508,0.386066607,13.103,30.866,0.532,2.589,7.958,899.79,1.002609583,18.711,1.805,0.096,329196.0,7950804.0,5,Serra da Saudade- Pelitos,1.1832417445988566
60509,0.373575066,13.0029,30.6453,0.6691,2.5051,6.66,899.689,1.025947587,18.3582,1.7568,0.0951,329196.6,7950811.3,5,Serra da Saudade- Pelitos,1.273796525327638
60510,0.361031995,12.9028,30.4246,0.8062,2.4212,5.509,899.588,1.048867081,18.0054,1.7086,0.0942,329197.2,7950818.6,5,Serra da Saudade- Pelitos,1.3361993054835066
60511,0.341384127,12.8027,30.2039,0.9433,2.3373,4.077,899.487,1.089450876,17.6526,1.6604,0.0933,329197.8,7950825.9,5,Serra da Saudade- Pelitos,1.3813541219525314
60512,0.327118991,12.7026,29.9832,1.0804,2.2534,3.338,899.386,1.122008237,17.2998,1.6122,0.0924,329198.4,7950833.2,5,Serra da Saudade- Pelitos,1.4153092578598672
60513,0.321746063,12.6025,29.7625,1.2175,2.1695,3.034,899.285,1.134102749,16.947,1.564,0.0915,329199.0,7950840.5,5,Serra da Saudade- Pelitos,1.4416279626589543
60514,0.307489394,12.5024,29.5418,1.3546,2.0856,2.542,899.184,1.170117968,16.5942,1.5158,0.0906,329199.6,7950847.8,5,Serra da Saudade- Pelitos,1.462525281094536
60515,0.302117803,12.4023,29.3211,1.4917,2.0017,2.348,899.083,1.183581443,16.2414,1.4676,0.0897,329200.2,7950855.1,5,Serra da Saudade- Pelitos,1.4794427115263205
60516,0.275438937,12.3022,29.1004,1.6288,1.9178,1.856,898.982,1.257123207,15.8886,1.4194,0.0888,329200.8,7950862.4,5,Serra da Saudade- Pelitos,1.493355403232468
60517,0.263144789,12.2021,28.8797,1.7659,1.8339,1.765,898.881,1.29508536,15.5358,1.3712,0.0879,329201.4,7950869.7,5,Serra da Saudade- Pelitos,1.5049450614585733
60518,0.256017225,12.102,28.659,1.903,1.75,1.75,898.78,1.318476688,15.183,1.323,0.087,329202.0,7950877.0,5,Serra da Saudade- Pelitos,1.5147018081544354
60519,0.250671552,11.9506,28.3518,1.9245,1.6987,1.757,899.916,1.336793702,14.9538,1.2942,0.0863,329202.6,7950884.4,5,Serra da Saudade- Pelitos,1.517960266700652
60520,0.236690547,11.7992,28.0446,1.946,1.6474,1.813,901.052,1.387841994,14.7246,1.2654,0.0856,329203.2,7950891.8,5,Serra da Saudade- Pelitos,1.5211086802509695
60521,0.213450483,11.6478,27.7374,1.9675,1.5961,2.115,902.188,1.468336016,14.4954,1.2366,0.0849,329203.8,7950899.2,5,Serra da Saudade- Pelitos,1.5241492381621076
60522,0.208531916,11.4964,27.4302,1.989,1.5448,2.427,903.324,1.448690587,14.2662,1.2078,0.0842,329204.4,7950906.6,5,Serra da Saudade- Pelitos,1.5270839894994008
60523,0.20554004,11.345,27.123,2.0105,1.4935,2.589,904.46,1.438313023,14.037,1.179,0.0835,329205.0,7950914.0,5,Serra da Saudade- Pelitos,1.5299148464695647
60524,0.200569025,11.1936,26.8158,2.032,1.4422,2.912,905.596,1.416983249,13.8078,1.1502,0.0828,329205.6,7950921.4,5,Serra da Saudade- Pelitos,1.5326435874836395
60525,0.195312845,11.0422,26.5086,2.0535,1.3909,3.227,906.732,1.396879159,13.5786,1.1214,0.0821,329206.2,7950928.8,5,Serra da Saudade- Pelitos,1.5352718598540889
60526,0.189526844,10.8908,26.2014,2.075,1.3396,3.534,907.868,1.369869644,13.3494,1.0926,0.0814,329206.8,7950936.2,5,Serra da Saudade- Pelitos,1.5378011821285567
60527,0.181424092,10.7394,25.8942,2.0965,1.2883,3.977,909.004,1.330481524,13.1202,1.0638,0.0807,329207.4,7950943.6,5,Serra da Saudade- Pelitos,1.5402329460612312
60528,0.17839725,10.588,25.587,2.118,1.237,4.114,910.14,1.316152851,12.891,1.035,0.08,329208.0,7950951.0,5,Serra da Saudade- Pelitos,1.5425684182211226
60529,0.173257236,10.6153,25.3723,2.0522,1.3246,4.363,910.096,1.286787978,12.7405,1.0193,0.0797,329208.6,7950958.4,5,Serra da Saudade- Pelitos,1.5371121697561154
60530,0.17021874,10.6426,25.1576,1.9864,1.4122,4.47,910.052,1.270767727,12.59,1.0036,0.0794,329209.2,7950965.8,5,Serra da Saudade- Pelitos,1.5309098107971892
60531,0.165026278,10.6699,24.9429,1.9206,1.4998,4.651,910.008,1.237904346,12.4395,0.9879,0.0791,329209.8,7950973.2,5,Serra da Saudade- Pelitos,1.5238756834678904
60532,0.15366941,10.6972,24.7282,1.8548,1.5874,4.967,909.964,1.162012611,12.289,0.9722,0.0788,329210.4,7950980.6,5,Serra da Saudade- Pelitos,1.5159121969736418
60533,0.150607603,10.7245,24.5135,1.789,1.675,5.037,909.92,1.140335119,12.1385,0.9565,0.0785,329211.0,7950988.0,5,Serra da Saudade- Pelitos,1.5069078545195735
60534,0.14529859,10.7518,24.2988,1.7232,1.7626,5.154,909.876,1.095506471,11.988,0.9408,0.0782,329211.6,7950995.4,5,Serra da Saudade- Pelitos,1.49673492072131
60535,0.142225128,10.7791,24.0841,1.6574,1.8502,5.202,909.832,1.070248595,11.8375,0.9251,0.0779,329212.2,7951002.8,5,Serra da Saudade- Pelitos,1.4852466669344757
60536,0.147383572,10.8064,23.8694,1.5916,1.9378,5.335,909.788,1.087161007,11.687,0.9094,0.0776,329212.8,7951010.2,5,Serra da Saudade- Pelitos,1.4722741267452888
60537,0.153903667,10.8337,23.6547,1.5258,2.0254,5.379,909.744,1.111683309,11.5365,0.8937,0.0773,329213.4,7951017.6,5,Serra da Saudade- Pelitos,1.457622293274919
60538,0.156261332,10.861,23.44,1.46,2.113,5.372,909.7,1.121302306,11.386,0.878,0.077,329214.0,7951025.0,5,Serra da Saudade- Pelitos,1.4410656987796038
60539,0.161017629,10.8254,22.961,1.4875,2.1688,5.316,909.611,1.136915638,11.286,0.8708,0.0771,329214.6,7951032.5,5,Serra da Saudade- Pelitos,1.4339390510282177
60540,0.162786459,10.7898,22.482,1.515,2.2246,5.267,909.522,1.143585268,11.186,0.8636,0.0772,329215.2,7951040.0,5,Serra da Saudade- Pelitos,1.4265091504647631
60541,0.171675055,10.7542,22.003,1.5425,2.2804,4.969,909.433,1.172674641,11.086,0.8564,0.0773,329215.8,7951047.5,5,Serra da Saudade- Pelitos,1.4187588924129253
60542,0.176439478,10.7186,21.524,1.57,2.3362,4.811,909.344,1.186436754,10.986,0.8492,0.0774,329216.4,7951055.0,5,Serra da Saudade- Pelitos,1.4106698333742855
60543,0.178799465,10.683,21.045,1.5975,2.392,4.735,909.255,1.193939172,10.886,0.842,0.0775,329217.0,7951062.5,5,Serra da Saudade- Pelitos,1.4022220776037826
60544,0.180616807,10.6474,20.566,1.625,2.4478,4.658,909.166,1.198009333,10.786,0.8348,0.0776,329217.6,7951070.0,5,Serra da Saudade- Pelitos,1.3933941525582971
60545,0.18769909,10.6118,20.087,1.6525,2.5036,4.409,909.077,1.219179404,10.686,0.8276,0.0777,329218.2,7951077.5,5,Serra da Saudade- Pelitos,1.3841628723098975
60546,0.194242984,10.5762,19.608,1.68,2.5594,4.191,908.988,1.236373358,10.586,0.8204,0.0778,329218.8,7951085.0,5,Serra da Saudade- Pelitos,1.374503187987989
60547,0.198428827,10.5406,19.129,1.7075,2.6152,4.122,908.899,1.246760219,10.486,0.8132,0.0779,329219.4,7951092.5,5,Serra da Saudade- Pelitos,1.364388024311448
60548,0.200791135,10.505,18.65,1.735,2.671,4.119,908.81,1.252887029,10.386,0.806,0.078,329220.0,7951100.0,5,Serra da Saudade- Pelitos,1.3537881013037776
60549,0.19951132,10.5704,19.0672,1.8255,2.5956,4.114,909.93,1.235333295,10.3178,0.8042,0.0783,329220.6,7951107.5,5,Serra da Saudade- Pelitos,1.3796044719632887
60550,0.19584352,10.6358,19.4844,1.916,2.5202,4.218,911.05,1.186480483,10.2496,0.8024,0.0786,329221.2,7951115.0,5,Serra da Saudade- Pelitos,1.4022773221171734
60551,0.194739851,10.7012,19.9016,2.0065,2.4448,4.302,912.17,1.167741414,10.1814,0.8006,0.0789,329221.8,7951122.5,5,Serra da Saudade- Pelitos,1.4222207876364477
60552,0.190246508,10.7666,20.3188,2.097,2.3694,5.012,913.29,1.094965864,10.1132,0.7988,0.0792,329222.4,7951130.0,5,Serra da Saudade- Pelitos,1.4397919487470423
60553,0.18898693,10.832,20.736,2.1875,2.294,5.293,914.41,1.074556415,10.045,0.797,0.0795,329223.0,7951137.5,5,Serra da Saudade- Pelitos,1.455297759633889
60554,0.186782667,10.8974,21.1532,2.278,2.2186,5.97,915.53,1.037600972,9.9768,0.7952,0.0798,329223.6,7951145.0,5,Serra da Saudade- Pelitos,1.4690017801502664
60555,0.184808796,10.9628,21.5704,2.3685,2.1432,6.79,916.65,0.99379244,9.9086,0.7934,0.0801,329224.2,7951152.5,5,Serra da Saudade- Pelitos,1.4811303430818317
60556,0.287206379,10.3055,19.599,2.6575,1.957,56.602,927.855,0.585045848,9.535,1.1235,0.1175,329249.5,7951516.0,5,Serra da Saudade- Pelitos,1.4973967487843156
60557,0.291496154,10.3666,20.043,2.5584,1.9558,55.813,925.574,0.576096291,9.6224,1.1428,0.1184,329250.0,7951523.6,5,Serra da Saudade- Pelitos,1.4963378606402358
60558,0.2973652,10.4277,20.487,2.4593,1.9546,54.97,923.293,0.564127832,9.7098,1.1621,0.1193,329250.5,7951531.2,5,Serra da Saudade- Pelitos,1.4951138021095793
60559,0.302200301,10.4888,20.931,2.3602,1.9534,54.085,921.012,0.554141679,9.7972,1.1814,0.1202,329251.0,7951538.8,5,Serra da Saudade- Pelitos,1.4937091513408072
60560,0.309654702,10.5499,21.375,2.2611,1.9522,52.698,918.731,0.538506402,9.8846,1.2007,0.1211,329251.5,7951546.4,5,Serra da Saudade- Pelitos,1.4921053379318279
60561,0.312038503,10.611,21.819,2.162,1.951,52.222,916.45,0.533618431,9.972,1.22,0.122,329252.0,7951554.0,5,Serra da Saudade- Pelitos,1.4902799745384747
60562,0.315160942,10.4052,21.0661,2.1917,1.945,51.739,915.582,0.526487021,10.1563,1.2511,0.1228,329252.5,7951561.5,5,Serra da Saudade- Pelitos,1.4890431002796611
60563,0.321623585,10.1994,20.3132,2.2214,1.939,50.214,914.714,0.51313343,10.3406,1.2822,0.1236,329253.0,7951569.0,5,Serra da Saudade- Pelitos,1.487668099124378
60564,0.328639243,9.9936,19.5603,2.2511,1.933,48.542,913.846,0.497358266,10.5249,1.3133,0.1244,329253.5,7951576.5,5,Serra da Saudade- Pelitos,1.4861410156805368
60565,0.333757366,9.7878,18.8074,2.2808,1.927,47.316,912.978,0.484995922,10.7092,1.3444,0.1252,329254.0,7951584.0,5,Serra da Saudade- Pelitos,1.484445569728164
60566,0.336039919,9.582,18.0545,2.3105,1.921,46.656,912.11,0.480171148,10.8935,1.3755,0.126,329254.5,7951591.5,5,Serra da Saudade- Pelitos,1.4825626819613908
60567,0.340034387,9.3762,17.3016,2.3402,1.915,45.201,911.242,0.471777571,11.0778,1.4066,0.1268,329255.0,7951599.0,5,Serra da Saudade- Pelitos,1.4804698764581292
60568,0.355355284,9.1704,16.5487,2.3699,1.909,43.426,910.374,0.575342764,11.2621,1.4377,0.1276,329255.5,7951606.5,5,Serra da Saudade- Pelitos,1.4781405210861804
60569,0.378605991,8.9646,15.7958,2.3996,1.903,40.213,909.506,0.701661694,11.4464,1.4688,0.1284,329256.0,7951614.0,5,Serra da Saudade- Pelitos,1.4755428524441312
60570,0.395153737,8.7588,15.0429,2.4293,1.897,37.662,908.638,0.775959486,11.6307,1.4999,0.1292,329256.5,7951621.5,5,Serra da Saudade- Pelitos,1.4726387108421621
60571,0.401359142,8.553,14.29,2.459,1.891,36.257,907.77,0.800908444,11.815,1.531,0.13,329257.0,7951629.0,5,Serra da Saudade- Pelitos,1.4693818798958136
60572,0.418889963,8.7612,15.1367,2.3583,1.9116,33.193,909.575,0.860579878,12.1498,1.5798,0.1303,329257.5,7951636.6,5,Serra da Saudade- Pelitos,1.4687837738395755
60573,0.43556718,8.9694,15.9834,2.2576,1.9322,29.793,911.38,0.913849553,12.4846,1.6286,0.1306,329258.0,7951644.2,5,Serra da Saudade- Pelitos,1.4676994608657759
60574,0.324188851,12.929,33.7214,1.723,1.4128,23.645,911.836,0.490511797,21.8342,1.3588,0.0624,329249.4,7952411.6,5,Serra da Saudade- Pelitos,1.5364563703615175
60575,0.322950382,12.7935,33.1031,1.5455,1.5177,22.45,910.074,0.482625855,21.4233,1.3182,0.0616,329248.6,7952419.4,5,Serra da Saudade- Pelitos,1.5258037359591106
60576,0.318589476,12.658,32.4848,1.368,1.6226,17.806,908.312,0.453680835,21.0124,1.2776,0.0608,329247.8,7952427.2,5,Serra da Saudade- Pelitos,1.5116198250407618
60577,0.317432241,12.5225,31.8665,1.1905,1.7275,16.677,906.55,0.444992284,20.6015,1.237,0.06,329247.0,7952435.0,5,Serra da Saudade- Pelitos,1.4922946477207275
60578,0.315178961,12.387,31.2482,1.013,1.8324,14.44,904.788,0.427778447,20.1906,1.1964,0.0592,329246.2,7952442.8,5,Serra da Saudade- Pelitos,1.4651181835124567
60579,0.314058846,12.2515,30.6299,0.8355,1.9373,13.328,903.026,0.419232112,19.7797,1.1558,0.0584,329245.4,7952450.6,5,Serra da Saudade- Pelitos,1.4251777640859706
60580,0.309994783,12.116,30.0116,0.658,2.0422,8.87,901.264,0.38348836,19.3688,1.1152,0.0576,329244.6,7952458.4,5,Serra da Saudade- Pelitos,1.362660873989975
60581,0.308898738,11.9805,29.3933,0.4805,2.1471,7.744,899.502,0.373697145,18.9579,1.0746,0.0568,329243.8,7952466.2,5,Serra da Saudade- Pelitos,1.2552901020604441
60582,0.306810935,11.845,28.775,0.303,2.252,5.47,897.74,0.35236597,18.547,1.034,0.056,329243.0,7952474.0,5,Serra da Saudade- Pelitos,1.043961665277183
60583,0.304771271,11.831,28.0777,0.5035,2.2886,3.149,896.772,0.329502532,18.3532,1.0168,0.0556,329242.0,7952481.8,5,Serra da Saudade- Pelitos,1.2159837601456789
60584,0.302779746,11.817,27.3804,0.704,2.3252,0.759,895.804,0.304771032,18.1594,0.9996,0.0552,329241.0,7952489.6,5,Serra da Saudade- Pelitos,1.2973388139781996
60585,0.300836359,11.803,26.6831,0.9045,2.3618,-1.692,894.836,0.277682862,17.9656,0.9824,0.0548,329240.0,7952497.4,5,Serra da Saudade- Pelitos,1.343662524299094
60586,0.305539342,11.789,25.9858,1.105,2.3984,-5.401,893.868,0.357381011,17.7718,0.9652,0.0544,329239.0,7952505.2,5,Serra da Saudade- Pelitos,1.3730839803576431
60587,0.307948299,11.775,25.2885,1.3055,2.435,-6.654,892.9,0.388970507,17.578,0.948,0.054,329238.0,7952513.0,5,Serra da Saudade- Pelitos,1.3930942062940919
60588,0.312580119,11.761,24.5912,1.506,2.4716,-9.19,891.932,0.445092971,17.3842,0.9308,0.0536,329237.0,7952520.8,5,Serra da Saudade- Pelitos,1.4073186200529497
60589,0.317192836,11.747,23.8939,1.7065,2.5082,-11.766,890.964,0.493934587,17.1904,0.9136,0.0532,329236.0,7952528.6,5,Serra da Saudade- Pelitos,1.4177157984300672
60590,0.319420475,11.733,23.1966,1.907,2.5448,-13.066,889.996,0.516471339,16.9966,0.8964,0.0528,329235.0,7952536.4,5,Serra da Saudade- Pelitos,1.4254319086647298
60591,0.328024526,11.719,22.4993,2.1075,2.5814,-18.304,889.028,0.591157519,16.8028,0.8792,0.0524,329234.0,7952544.2,5,Serra da Saudade- Pelitos,1.4311790327248306
60592,0.330363041,11.705,21.802,2.308,2.618,-19.618,888.06,0.609003752,16.609,0.862,0.052,329233.0,7952552.0,5,Serra da Saudade- Pelitos,1.435420016683109
60593,0.334789663,11.7029,22.3139,2.2907,2.5266,-22.248,887.598,0.643237221,16.6102,0.8647,0.0521,329232.1,7952559.8,5,Serra da Saudade- Pelitos,1.4465491827751675
60594,0.339317611,11.7008,22.8258,2.2734,2.4352,-24.892,887.136,0.674935527,16.6114,0.8674,0.0522,329231.2,7952567.6,5,Serra da Saudade- Pelitos,1.457010694009139
60595,0.343826455,11.6987,23.3377,2.2561,2.3438,-27.53,886.674,0.704689969,16.6126,0.8701,0.0523,329230.3,7952575.4,5,Serra da Saudade- Pelitos,1.466838726859703
60596,0.350044073,11.6966,23.8496,2.2388,2.2524,-31.407,886.212,0.742807417,16.6138,0.8728,0.0524,329229.4,7952583.2,5,Serra da Saudade- Pelitos,1.4760651801179452
60597,0.352238281,11.6945,24.3615,2.2215,2.161,-32.675,885.75,0.756082106,16.615,0.8755,0.0525,329228.5,7952591.0,5,Serra da Saudade- Pelitos,1.4847197978671418
60598,0.35669101,11.6924,24.8734,2.2042,2.0696,-35.184,885.288,0.78151688,16.6162,0.8782,0.0526,329227.6,7952598.8,5,Serra da Saudade- Pelitos,1.4928302921118215
60599,0.362772729,11.6903,25.3853,2.1869,1.9782,-37.639,884.826,0.844477541,16.6174,0.8809,0.0527,329226.7,7952606.6,5,Serra da Saudade- Pelitos,1.5004224630811689
60600,0.36592283,11.6882,25.8972,2.1696,1.8868,-38.846,884.364,0.87661289,16.6186,0.8836,0.0528,329225.8,7952614.4,5,Serra da Saudade- Pelitos,1.5075203157924904
60601,0.37753292,11.6861,26.4091,2.1523,1.7954,-43.474,883.902,0.986537094,16.6198,0.8863,0.0529,329224.9,7952622.2,5,Serra da Saudade- Pelitos,1.5141461719013416
60602,0.380616316,11.684,26.921,2.135,1.704,-44.569,883.44,1.01338561,16.621,0.889,0.053,329224.0,7952630.0,5,Serra da Saudade- Pelitos,1.5203207762058928
60603,0.386709972,11.7398,27.3147,2.1005,1.6809,-46.668,883.367,1.064927773,16.8315,0.9127,0.0537,329223.0,7952637.8,5,Serra da Saudade- Pelitos,1.52159079464053
60604,0.392746258,11.7956,27.7084,2.066,1.6578,-48.64,883.294,1.113702566,17.042,0.9364,0.0544,329222.0,7952645.6,5,Serra da Saudade- Pelitos,1.5228241777106237
60605,0.401620691,11.8514,28.1021,2.0315,1.6347,-51.271,883.221,1.182824817,17.2525,0.9601,0.0551,329221.0,7952653.4,5,Serra da Saudade- Pelitos,1.5240224200235466
60606,0.406746286,11.9072,28.4958,1.997,1.6116,-52.739,883.148,1.221048211,17.463,0.9838,0.0558,329220.0,7952661.2,5,Serra da Saudade- Pelitos,1.5251869319396538
60607,0.409757969,11.963,28.8895,1.9625,1.5885,-53.382,883.075,1.241882204,17.6735,1.0075,0.0565,329219.0,7952669.0,5,Serra da Saudade- Pelitos,1.5263190450428152
60608,0.415568357,12.0188,29.2832,1.928,1.5654,-54.484,883.002,1.283067532,17.884,1.0312,0.0572,329218.0,7952676.8,5,Serra da Saudade- Pelitos,1.5274200171536612
60609,0.421321374,12.0746,29.6769,1.8935,1.5423,-55.34,882.929,1.32284128,18.0945,1.0549,0.0579,329217.0,7952684.6,5,Serra da Saudade- Pelitos,1.5284910369246043
60610,0.424048365,12.1304,30.0706,1.859,1.5192,-55.676,882.856,1.342744165,18.305,1.0786,0.0586,329216.0,7952692.4,5,Serra da Saudade- Pelitos,1.5295332280512905
60611,0.425442918,12.1862,30.4643,1.8245,1.4961,-56.376,882.783,1.392367881,18.5155,1.1023,0.0593,329215.0,7952700.2,5,Serra da Saudade- Pelitos,1.5305476531311322
60612,0.419264566,12.242,30.858,1.79,1.473,-56.404,882.71,1.389218093,18.726,1.126,0.06,329214.0,7952708.0,5,Serra da Saudade- Pelitos,1.5315353171959718
60613,0.406666372,12.3617,31.1837,1.783,1.4935,-56.317,882.79,1.383829778,19.2112,1.1776,0.061,329212.9,7952715.9,5,Serra da Saudade- Pelitos,1.5307005487358245
60614,0.393907627,12.4814,31.5094,1.776,1.514,-56.069,882.87,1.37934811,19.6964,1.2292,0.062,329211.8,7952723.8,5,Serra da Saudade- Pelitos,1.529858390387999
60615,0.375319936,12.6011,31.8351,1.769,1.5345,-55.444,882.95,1.369457787,20.1816,1.2808,0.063,329210.7,7952731.7,5,Serra da Saudade- Pelitos,1.5290087831683905
60616,0.362924087,12.7208,32.1608,1.762,1.555,-54.876,883.03,1.362755665,20.6668,1.3324,0.064,329209.6,7952739.6,5,Serra da Saudade- Pelitos,1.5281516661218997
60617,0.358203964,12.8405,32.4865,1.755,1.5755,-54.558,883.11,1.360990071,21.152,1.384,0.065,329208.5,7952747.5,5,Serra da Saudade- Pelitos,1.5272869763392796
60618,0.345899171,12.9602,32.8122,1.748,1.596,-53.869,883.19,1.353665805,21.6372,1.4356,0.066,329207.4,7952755.4,5,Serra da Saudade- Pelitos,1.5264146489711619
60619,0.333648336,13.0799,33.1379,1.741,1.6165,-53.136,883.27,1.345805752,22.1224,1.4872,0.067,329206.3,7952763.3,5,Serra da Saudade- Pelitos,1.5255346172394075
60620,0.315351996,13.1996,33.4636,1.734,1.637,-52.024,883.35,1.333683146,22.6076,1.5388,0.068,329205.2,7952771.2,5,Serra da Saudade- Pelitos,1.5246468124459203
60621,0.303249547,13.3193,33.7893,1.727,1.6575,-51.295,883.43,1.324242455,23.0928,1.5904,0.069,329204.1,7952779.1,5,Serra da Saudade- Pelitos,1.5237511639790418
60622,0.297219582,13.439,34.115,1.72,1.678,-50.938,883.51,1.318369058,23.578,1.642,0.07,329203.0,7952787.0,5,Serra da Saudade- Pelitos,1.5228475993176458
60623,0.143408278,13.6738,32.1923,3.5825,1.3921,9.215,913.558,1.194726076,23.2841,1.895,0.0813,329555.7,7945683.9,5,Serra da Saudade- Pelitos,1.553994295447829
60624,0.135409207,13.417,31.039,3.678,1.4,9.51,911.63,1.214388613,22.772,1.846,0.081,329556.0,7945693.0,5,Serra da Saudade- Pelitos,1.5536293444837148
60625,0.12415741,13.3143,30.2074,3.788,1.4426,10.024,909.858,1.21243363,22.4012,1.8131,0.0809,329556.2,7945702.2,5,Serra da Saudade- Pelitos,1.5526110188062683
60626,0.12129572,13.2116,29.3758,3.898,1.4852,10.205,908.086,1.201114348,22.0304,1.7802,0.0808,329556.4,7945711.4,5,Serra da Saudade- Pelitos,1.5515350695384431
60627,0.117718609,13.1089,28.5442,4.008,1.5278,10.395,906.314,1.186114777,21.6596,1.7473,0.0807,329556.6,7945720.6,5,Serra da Saudade- Pelitos,1.550396467473997
60628,0.107637108,13.0062,27.7126,4.118,1.5704,11.033,904.542,1.138533774,21.2888,1.7144,0.0806,329556.8,7945729.8,5,Serra da Saudade- Pelitos,1.5491895807935008
60629,0.097611022,12.9035,26.881,4.228,1.613,11.771,902.77,1.079355721,20.918,1.6815,0.0805,329557.0,7945739.0,5,Serra da Saudade- Pelitos,1.5479080821001574
60630,0.094746427,12.8008,26.0494,4.338,1.6556,12.032,900.998,1.059750265,20.5472,1.6486,0.0804,329557.2,7945748.2,5,Serra da Saudade- Pelitos,1.5465448377056075
60631,0.087584937,12.6981,25.2178,4.448,1.6982,12.565,899.226,1.003926694,20.1764,1.6157,0.0803,329557.4,7945757.4,5,Serra da Saudade- Pelitos,1.5450917750854363
60632,0.08104712,12.5954,24.3862,4.558,1.7408,13.1,897.454,0.943425596,19.8056,1.5828,0.0802,329557.6,7945766.6,5,Serra da Saudade- Pelitos,1.543539723316411
60633,0.074595239,12.4927,23.5546,4.668,1.7834,13.628,895.682,0.86834593,19.4348,1.5499,0.0801,329557.8,7945775.8,5,Serra da Saudade- Pelitos,1.5418782198499759
60634,0.06455898,12.39,22.723,4.778,1.826,14.392,893.91,0.705253158,19.064,1.517,0.08,329558.0,7945785.0,5,Serra da Saudade- Pelitos,1.5400952750420094
60635,0.061579382,12.4075,23.6065,4.3665,1.8477,14.634,893.085,0.641447932,18.8479,1.5,0.08,329558.3,7945794.3,5,Serra da Saudade- Pelitos,1.5376878558554574
60636,0.057593395,12.425,24.49,3.955,1.8694,15.042,892.26,0.515112221,18.6318,1.483,0.08,329558.6,7945803.6,5,Serra da Saudade- Pelitos,1.5347317485551932
60637,0.058312555,12.4425,25.3735,3.5435,1.8911,15.342,891.435,0.507789406,18.4157,1.466,0.08,329558.9,7945812.9,5,Serra da Saudade- Pelitos,1.5310417348699445
60638,0.058712089,12.46,26.257,3.132,1.9128,15.481,890.61,0.503757853,18.1996,1.449,0.08,329559.2,7945822.2,5,Serra da Saudade- Pelitos,1.5263346375007611
60639,0.060073962,12.4775,27.1405,2.7205,1.9345,15.922,889.785,0.490543223,17.9835,1.432,0.08,329559.5,7945831.5,5,Serra da Saudade- Pelitos,1.5201556588659666
60640,0.060803125,12.495,28.024,2.309,1.9562,16.048,888.96,0.483819557,17.7674,1.415,0.08,329559.8,7945840.8,5,Serra da Saudade- Pelitos,1.5117263340452767
60641,0.061208215,12.5125,28.9075,1.8975,1.9779,16.082,888.135,0.480116927,17.5513,1.398,0.08,329560.1,7945850.1,5,Serra da Saudade- Pelitos,1.4995960649640347
60642,0.06188649,12.53,29.791,1.486,1.9996,16.094,887.31,0.475411758,17.3352,1.381,0.08,329560.4,7945859.4,5,Serra da Saudade- Pelitos,1.4807210554237478
60643,0.062707784,12.5475,30.6745,1.0745,2.0213,16.037,886.485,0.468509865,17.1191,1.364,0.08,329560.7,7945868.7,5,Serra da Saudade- Pelitos,1.4474665671072466
60644,0.063857595,12.565,31.558,0.663,2.043,15.809,885.66,0.458992054,16.903,1.347,0.08,329561.0,7945878.0,5,Serra da Saudade- Pelitos,1.3738944674453992
60645,0.064582546,12.3466,30.7681,0.737,2.0164,15.544,886.137,0.45603824,16.8397,1.3456,0.0802,329561.3,7945887.3,5,Serra da Saudade- Pelitos,1.3933795343268434
60646,0.064998749,12.1282,29.9782,0.811,1.9898,15.373,886.614,0.452895682,16.7764,1.3442,0.0804,329561.6,7945896.6,5,Serra da Saudade- Pelitos,1.4093617348259908
60647,0.071187986,11.9098,29.1883,0.885,1.9632,14.853,887.091,0.49172604,16.7131,1.3428,0.0806,329561.9,7945905.9,5,Serra da Saudade- Pelitos,1.4226861126662373
60648,0.076137581,11.6914,28.3984,0.959,1.9366,14.533,887.568,0.518993268,16.6498,1.3414,0.0808,329562.2,7945915.2,5,Serra da Saudade- Pelitos,1.4339464763058323
60649,0.085046852,11.473,27.6085,1.033,1.91,13.843,888.045,0.557783508,16.5865,1.34,0.081,329562.5,7945924.5,5,Serra da Saudade- Pelitos,1.4435715994617766
60650,0.103927524,11.2546,26.8186,1.107,1.8834,12.25,888.522,0.615754887,16.5232,1.3386,0.0812,329562.8,7945933.8,5,Serra da Saudade- Pelitos,1.4518783703399656
60651,0.107895152,11.0362,26.0287,1.181,1.8568,11.807,888.999,0.624527267,16.4599,1.3372,0.0814,329563.1,7945943.1,5,Serra da Saudade- Pelitos,1.4591057090743795
